age,income,pre_test_score,attendance_score,program_offered,program_participation,post_test_score,tau,categ
37.2,1856.0,36.57,26.2,0,0,36.57,18.58,never-taker
36.0,1509.0,33.8,29.1,0,0,33.8,36.14,complier
47.6,1827.0,35.33,22.6,0,0,35.33,18.760000000000005,never-taker
42.4,2385.0,37.69,28.5,1,0,37.69,18.42,never-taker
37.4,5718.0,43.39,5.7,1,0,43.39,17.61,never-taker
41.6,17536.0,60.75,5.9,0,0,60.75,15.150000000000006,never-taker
47.0,5783.0,43.33,15.1,0,0,43.33,17.620000000000005,never-taker
46.8,1292.0,36.34,27.4,1,0,36.34,18.61,never-taker
49.2,20374.0,66.4,38.7,0,0,66.4,31.52,complier
41.5,2396.0,37.21,39.3,1,1,67.21000000000001,35.65,complier
40.9,4812.0,40.22,34.7,0,0,40.22,35.230000000000004,complier
45.7,2004.0,37.27,23.4,1,0,37.27,18.48,never-taker
49.0,2849.0,36.69,30.8,0,0,36.69,35.730000000000004,complier
42.1,4827.0,39.22,32.8,0,0,39.22,35.370000000000005,complier
48.8,8054.0,45.07,40.4,0,0,45.07,34.54,complier
42.3,1381.0,32.83,24.8,1,1,62.83,36.27,complier
54.2,458.0,32.03,55.9,1,1,62.03,36.39,complier
35.4,3041.0,38.57,11.8,0,0,38.57,18.3,never-taker
51.7,1939.0,34.64,32.9,1,1,64.64,36.02,complier
36.5,3837.0,37.49,27.4,0,0,37.49,35.60999999999999,complier
50.1,877.0,34.99,33.9,1,0,34.99,18.8,never-taker
44.4,12761.0,52.11,2.0,1,0,52.11,16.379999999999995,never-taker
41.7,1993.0,35.62,0.6,1,0,35.62,18.71,never-taker
39.5,3812.0,38.32,9.0,1,0,38.32,18.33,never-taker
39.4,6276.0,40.52,23.1,0,0,40.52,35.18999999999999,complier
47.4,6666.0,44.52,52.2,0,0,44.52,34.62,complier
46.3,3205.0,36.37,16.4,1,0,36.37,18.61,never-taker
43.1,484.0,32.6,54.9,1,1,62.6,36.31,complier
43.9,4049.0,39.97,24.8,0,0,39.97,18.1,never-taker
39.6,2723.0,36.16,9.4,0,0,36.16,18.64,never-taker
43.3,1041.0,34.94,38.3,0,0,34.94,35.980000000000004,complier
48.4,2998.0,36.89,6.2,0,0,36.89,18.53,never-taker
39.5,2243.0,37.48,24.2,0,0,37.48,18.450000000000003,never-taker
46.6,561.0,32.26,10.2,0,0,32.26,19.190000000000005,never-taker
41.7,7227.0,44.33,9.4,1,0,44.33,17.480000000000004,never-taker
36.4,6652.0,41.33,29.6,0,0,41.33,35.07000000000001,complier
49.3,11258.0,49.28,20.2,0,0,49.28,33.94,complier
37.1,5481.0,39.56,37.7,0,0,39.56,35.31999999999999,complier
41.7,10283.0,47.84,37.0,0,0,47.84,34.14999999999999,complier
49.3,7863.0,44.36,38.9,0,0,44.36,34.64,complier
40.1,694.0,34.72,65.4,0,0,34.72,36.010000000000005,complier
48.7,15368.0,58.53,26.5,0,0,58.53,15.47,never-taker
41.8,3818.0,37.16,44.2,0,0,37.16,35.66,complier
43.5,2209.0,36.2,34.9,0,0,36.2,35.8,complier
53.4,4422.0,38.63,23.7,0,0,38.63,18.29,never-taker
49.7,833.0,35.71,52.1,0,0,35.71,35.87,complier
44.4,1334.0,35.35,44.2,1,1,65.35,35.919999999999995,complier
40.7,5270.0,41.48,38.8,0,0,41.48,35.050000000000004,complier
44.1,2228.0,37.68,40.5,0,0,37.68,35.59,complier
52.2,323.0,34.93,28.0,1,0,34.93,18.81,never-taker
54.9,2059.0,34.24,27.6,1,1,64.24000000000001,36.07999999999999,complier
40.9,2178.0,35.82,44.9,0,0,35.82,35.85,complier
51.2,4841.0,41.9,4.6,0,0,41.9,17.82,never-taker
36.1,2511.0,36.27,6.8,1,0,36.27,18.62,never-taker
46.9,4543.0,40.03,6.8,0,0,40.03,18.09,never-taker
45.9,4499.0,38.89,32.4,1,1,68.89,35.42,complier
49.2,10146.0,50.53,15.6,1,0,50.53,16.599999999999994,never-taker
39.8,1678.0,34.51,13.2,0,0,34.51,18.870000000000005,never-taker
44.7,482.0,31.11,49.8,0,0,31.11,36.52,complier
34.7,6848.0,42.02,23.0,1,1,72.02000000000001,34.96999999999999,complier
40.8,8557.0,45.83,39.9,1,1,75.83,34.43000000000001,complier
43.9,1176.0,34.65,37.9,1,1,64.65,36.02,complier
45.0,459.0,31.99,35.9,0,0,31.99,36.39,complier
58.0,3093.0,39.04,50.9,0,0,39.04,35.39000000000001,complier
41.5,5295.0,41.88,7.9,1,0,41.88,17.83,never-taker
44.1,2996.0,35.65,11.3,0,0,35.65,18.71,never-taker
38.2,732.0,31.61,16.7,1,0,31.61,19.28,never-taker
34.6,7510.0,46.22,7.6,1,0,46.22,17.21,never-taker
48.5,329.0,31.95,17.7,0,0,31.95,19.23,never-taker
48.5,3175.0,37.43,18.6,0,0,37.43,18.46,never-taker
37.1,9127.0,45.59,9.8,0,0,45.59,17.299999999999997,never-taker
35.6,2336.0,35.18,43.9,1,1,65.18,35.940000000000005,complier
40.8,1555.0,33.13,20.2,0,0,33.13,36.23,complier
52.3,3887.0,38.98,34.7,1,1,68.97999999999999,35.4,complier
36.6,5897.0,40.98,42.1,0,0,40.98,35.12,complier
47.4,2971.0,36.16,19.7,1,0,36.16,18.64,never-taker
44.7,10199.0,48.89,40.4,0,0,48.89,34.0,complier
42.5,10205.0,48.18,16.2,1,0,48.18,16.93,never-taker
41.0,2034.0,37.24,6.1,0,0,37.24,18.48,never-taker
45.2,36208.0,92.13,30.5,0,0,92.13,27.870000000000005,complier
42.4,6173.0,43.3,46.6,0,0,43.3,34.790000000000006,complier
42.0,12396.0,54.32,15.2,0,0,54.32,16.059999999999995,never-taker
43.0,22315.0,70.25,38.4,0,0,70.25,30.97,complier
49.6,1073.0,33.25,14.9,1,0,33.25,19.05,never-taker
45.1,1473.0,35.35,5.1,0,0,35.35,18.75,never-taker
44.3,4710.0,39.6,13.8,0,0,39.6,18.15,never-taker
50.9,9712.0,47.94,49.6,0,0,47.94,34.129999999999995,complier
42.7,10713.0,49.49,29.8,1,1,79.49000000000001,33.910000000000004,complier
51.2,5850.0,42.76,38.1,0,0,42.76,34.87,complier
40.6,2613.0,36.54,36.9,1,1,66.53999999999999,35.75000000000001,complier
46.7,6776.0,43.9,19.8,0,0,43.9,17.54,never-taker
42.4,15804.0,56.77,16.9,0,0,56.77,32.88,complier
43.7,919.0,34.96,25.9,0,0,34.96,18.81,never-taker
40.8,1774.0,34.09,72.8,1,1,64.09,36.1,complier
42.5,8061.0,46.14,37.4,1,1,76.14,34.39,complier
40.5,3263.0,36.24,30.2,0,0,36.24,35.79,complier
46.0,5841.0,42.76,58.9,0,0,42.76,34.87,complier
39.9,864.0,34.41,23.7,1,0,34.41,18.89,never-taker
46.7,852.0,33.38,13.9,0,0,33.38,19.029999999999998,never-taker
55.7,6371.0,43.2,36.7,0,0,43.2,34.81,complier
36.2,8059.0,47.27,29.1,0,0,47.27,17.059999999999995,never-taker
32.1,4263.0,39.35,22.7,0,0,39.35,18.19,never-taker
39.1,2823.0,35.04,26.5,0,0,35.04,35.96,complier
47.7,1797.0,35.25,66.8,0,0,35.25,35.93000000000001,complier
40.4,420.0,34.53,11.9,1,0,34.53,18.87,never-taker
46.9,2543.0,35.09,13.8,1,0,35.09,18.79,never-taker
48.7,940.0,34.25,8.4,1,0,34.25,18.91,never-taker
42.7,3079.0,38.63,29.4,0,0,38.63,18.29,never-taker
48.4,4565.0,38.21,44.0,0,0,38.21,35.51,complier
32.7,12874.0,54.97,18.0,0,0,54.97,15.97,never-taker
48.2,1341.0,33.48,27.2,0,0,33.48,36.18,complier
48.0,4798.0,42.23,18.1,1,0,42.23,17.78,never-taker
43.5,1847.0,35.39,13.5,1,0,35.39,18.75,never-taker
49.0,823.0,32.8,4.8,1,0,32.8,19.11,never-taker
51.2,12696.0,54.52,22.8,1,0,54.52,16.04,never-taker
53.7,12643.0,55.07,21.6,1,0,55.07,15.96,never-taker
53.7,5014.0,39.11,25.8,1,1,69.11,35.379999999999995,complier
44.3,1216.0,34.69,40.0,1,1,64.69,36.010000000000005,complier
43.3,13948.0,54.19,58.0,1,1,84.19,33.25,complier
43.6,401.0,30.74,18.8,0,0,30.74,36.57000000000001,complier
30.6,12165.0,51.89,20.7,1,1,81.89,33.56999999999999,complier
47.5,663.0,32.1,51.8,0,0,32.1,36.38,complier
55.7,2940.0,39.14,15.4,0,0,39.14,18.22,never-taker
46.8,3009.0,35.12,43.5,1,1,65.12,35.95,complier
36.9,1192.0,35.19,48.2,1,1,65.19,35.94,complier
39.0,1706.0,35.14,29.3,1,1,65.14,35.95,complier
39.3,9826.0,50.22,22.2,0,0,50.22,16.64,never-taker
52.3,554.0,33.09,17.5,1,0,33.09,19.069999999999997,never-taker
46.5,4215.0,39.99,18.1,1,0,39.99,18.09,never-taker
47.2,4669.0,40.83,31.6,0,0,40.83,17.980000000000004,never-taker
45.8,2741.0,37.94,37.3,0,0,37.94,35.55,complier
38.4,16567.0,60.39,15.4,1,0,60.39,15.200000000000005,never-taker
39.3,965.0,33.89,69.3,0,0,33.89,36.120000000000005,complier
47.4,7693.0,45.79,9.6,0,0,45.79,17.270000000000003,never-taker
44.4,2168.0,36.36,24.0,0,0,36.36,18.61,never-taker
34.7,7497.0,44.75,46.7,1,1,74.75,34.59,complier
47.9,15099.0,59.36,49.6,0,0,59.36,32.510000000000005,complier
51.1,2824.0,38.76,25.3,0,0,38.76,18.270000000000003,never-taker
44.0,2405.0,37.39,35.0,1,0,37.39,18.46,never-taker
42.4,1028.0,34.51,34.6,1,1,64.50999999999999,36.04,complier
50.8,1290.0,35.59,13.2,1,0,35.59,18.72,never-taker
43.0,1103.0,34.73,20.3,1,0,34.73,18.840000000000003,never-taker
40.9,3779.0,36.96,57.7,1,1,66.96000000000001,35.690000000000005,complier
36.3,8401.0,46.98,9.4,0,0,46.98,17.1,never-taker
41.5,705.0,32.5,39.4,0,0,32.5,36.31999999999999,complier
53.3,13985.0,56.75,34.3,0,0,56.75,15.72,never-taker
49.8,3890.0,38.77,13.4,1,0,38.77,18.27,never-taker
44.6,3475.0,35.93,13.3,0,0,35.93,18.67,never-taker
44.0,6412.0,41.27,35.2,1,1,71.27000000000001,35.07999999999999,complier
48.9,540.0,31.19,44.4,0,0,31.19,36.510000000000005,complier
44.5,3626.0,36.8,45.5,1,1,66.8,35.71000000000001,complier
37.7,6079.0,43.48,14.7,0,0,43.48,17.6,never-taker
44.7,1946.0,33.28,18.4,1,0,33.28,19.05,never-taker
44.9,1543.0,35.51,9.3,1,0,35.51,18.730000000000004,never-taker
44.1,751.0,35.15,44.3,0,0,35.15,35.95,complier
45.3,5770.0,40.73,30.3,0,0,40.73,35.160000000000004,complier
40.5,3736.0,38.12,10.8,0,0,38.12,18.36,never-taker
44.8,10550.0,48.01,15.5,1,0,48.01,16.96,never-taker
36.0,9342.0,48.1,36.5,0,0,48.1,34.10999999999999,complier
39.4,3788.0,38.99,29.3,0,0,38.99,18.239999999999995,never-taker
42.8,6119.0,43.96,25.2,0,0,43.96,17.53,never-taker
47.0,435.0,31.26,28.1,0,0,31.26,36.5,complier
42.5,336.0,34.55,14.1,0,0,34.55,18.870000000000005,never-taker
46.2,8365.0,46.68,46.0,1,1,76.68,34.309999999999995,complier
49.1,2905.0,36.85,10.7,0,0,36.85,18.54,never-taker
56.1,2625.0,36.99,41.3,0,0,36.99,35.690000000000005,complier
42.5,1383.0,34.72,37.9,1,1,64.72,36.010000000000005,complier
40.8,8285.0,46.49,32.2,0,0,46.49,34.34,complier
44.2,1798.0,33.21,20.9,0,0,33.21,36.220000000000006,complier
45.0,2575.0,34.86,34.0,1,1,64.86,35.989999999999995,complier
46.7,4138.0,40.54,72.4,0,0,40.54,35.18,complier
48.1,316.0,32.52,24.5,0,0,32.52,19.15,never-taker
42.6,7869.0,46.44,6.5,1,0,46.44,17.18,never-taker
47.6,8146.0,46.71,22.5,0,0,46.71,17.14,never-taker
44.4,1188.0,32.67,61.9,0,0,32.67,36.3,complier
50.1,2038.0,35.53,15.4,1,0,35.53,18.73,never-taker
42.6,2743.0,37.07,24.8,1,0,37.07,18.51,never-taker
44.7,3744.0,37.8,1.9,0,0,37.8,18.410000000000004,never-taker
45.4,1468.0,33.51,29.1,0,0,33.51,36.18,complier
49.7,3121.0,38.85,46.6,0,0,38.85,35.419999999999995,complier
44.0,574.0,32.78,53.2,1,1,62.78,36.28,complier
38.8,646.0,34.02,37.6,0,0,34.02,36.10999999999999,complier
35.5,2026.0,34.07,55.6,1,1,64.07,36.1,complier
49.2,1628.0,34.67,19.8,1,0,34.67,18.85,never-taker
47.2,2088.0,34.42,40.1,1,1,64.42,36.05,complier
52.3,6467.0,42.24,10.7,0,0,42.24,17.78,never-taker
44.5,1630.0,33.12,7.5,0,0,33.12,19.07,never-taker
44.4,783.0,33.84,40.1,0,0,33.84,36.13,complier
44.9,1621.0,34.14,36.8,1,1,64.14,36.09,complier
41.3,1101.0,33.47,34.1,0,0,33.47,36.18000000000001,complier
40.5,11114.0,51.21,11.4,0,0,51.21,16.499999999999993,never-taker
46.2,901.0,32.69,21.9,1,0,32.69,19.130000000000003,never-taker
49.9,2109.0,36.92,77.4,1,1,66.92,35.7,complier
47.0,11129.0,50.11,60.4,0,0,50.11,33.83,complier
41.6,5395.0,42.1,32.0,0,0,42.1,17.799999999999997,never-taker
46.1,3371.0,37.18,30.2,1,1,67.18,35.660000000000004,complier
44.9,2803.0,36.73,10.0,0,0,36.73,18.56,never-taker
41.2,4532.0,38.7,30.6,0,0,38.7,35.44,complier
37.9,420.0,33.63,66.6,1,1,63.63,36.16,complier
39.8,345.0,32.04,20.2,0,0,32.04,19.22,never-taker
50.0,1988.0,37.01,45.3,0,0,37.01,35.68,complier
45.3,8390.0,44.22,32.8,1,1,74.22,34.66,complier
41.0,3617.0,38.72,47.9,0,0,38.72,35.44,complier
44.4,4075.0,40.63,8.2,0,0,40.63,18.0,never-taker
47.1,4599.0,40.86,48.0,0,0,40.86,35.14,complier
41.3,2068.0,35.45,58.0,0,0,35.45,35.89999999999999,complier
40.2,518.0,32.13,6.4,0,0,32.13,19.21,never-taker
35.1,1030.0,31.7,38.9,0,0,31.7,36.44,complier
49.4,6815.0,43.0,8.0,1,0,43.0,17.67,never-taker
46.9,3061.0,38.83,54.2,0,0,38.83,35.42,complier
47.3,5602.0,40.79,34.5,1,1,70.78999999999999,35.15,complier
46.8,4336.0,38.8,6.5,1,0,38.8,18.260000000000005,never-taker
33.9,2560.0,34.89,31.4,1,1,64.89,35.980000000000004,complier
44.5,357.0,34.5,64.6,0,0,34.5,36.040000000000006,complier
46.2,1539.0,33.17,35.0,0,0,33.17,36.23,complier
44.4,4819.0,41.22,53.9,1,1,71.22,35.09,complier
32.2,20128.0,64.62,2.0,0,0,64.62,14.599999999999994,never-taker
43.4,2357.0,35.44,16.1,1,0,35.44,18.74,never-taker
42.7,8673.0,46.9,22.5,1,0,46.9,17.119999999999997,never-taker
49.2,7267.0,42.46,25.7,0,0,42.46,34.910000000000004,complier
43.5,2751.0,34.62,21.0,1,1,64.62,36.02,complier
41.4,3025.0,36.55,21.0,0,0,36.55,18.580000000000005,never-taker
41.4,8503.0,46.93,16.5,1,0,46.93,17.110000000000007,never-taker
47.6,4304.0,41.09,7.3,1,0,41.09,17.939999999999998,never-taker
47.4,3701.0,38.26,5.0,1,0,38.26,18.340000000000003,never-taker
42.9,18769.0,62.08,26.5,0,0,62.08,32.129999999999995,complier
42.0,14629.0,54.66,32.9,0,0,54.66,33.18000000000001,complier
32.5,4886.0,38.0,65.2,0,0,38.0,35.540000000000006,complier
33.8,10158.0,49.33,64.5,1,1,79.33,33.94,complier
39.8,3583.0,36.39,18.5,1,1,66.39,35.77,complier
43.3,906.0,31.98,4.6,1,0,31.98,19.23,never-taker
40.0,420.0,32.56,13.3,0,0,32.56,19.15,never-taker
36.4,1221.0,35.01,37.9,0,0,35.01,35.970000000000006,complier
43.8,1633.0,33.95,39.9,1,1,63.95,36.11999999999999,complier
43.9,7010.0,45.83,36.9,1,0,45.83,17.270000000000003,never-taker
50.5,3928.0,40.24,5.3,0,0,40.24,18.059999999999995,never-taker
42.2,15786.0,59.02,28.3,1,0,59.02,15.4,never-taker
42.8,361.0,34.08,48.7,0,0,34.08,36.10000000000001,complier
40.4,1173.0,34.21,47.8,1,1,64.21000000000001,36.080000000000005,complier
57.0,2032.0,37.46,19.6,0,0,37.46,18.45,never-taker
47.2,4138.0,40.23,60.2,1,1,70.22999999999999,35.23,complier
39.9,5251.0,42.74,12.4,0,0,42.74,17.71,never-taker
34.2,16915.0,61.33,7.1,1,0,61.33,15.070000000000007,never-taker
37.6,4023.0,39.09,26.8,0,0,39.09,18.22,never-taker
39.4,4036.0,37.1,45.1,0,0,37.1,35.669999999999995,complier
37.2,1822.0,35.65,24.9,1,0,35.65,18.71,never-taker
43.4,10459.0,48.67,35.3,1,1,78.67,34.03,complier
38.9,3697.0,36.39,32.5,1,1,66.39,35.77,complier
36.0,2081.0,34.57,49.8,0,0,34.57,36.03,complier
47.2,1384.0,33.79,33.6,1,1,63.79,36.14000000000001,complier
36.3,3089.0,37.84,3.5,1,0,37.84,18.4,never-taker
31.2,4373.0,36.89,5.3,0,0,36.89,18.53,never-taker
48.7,1256.0,33.68,57.3,1,1,63.68,36.15,complier
53.0,25006.0,72.51,29.1,0,0,72.51,30.64999999999999,complier
44.2,6118.0,42.27,40.7,1,1,72.27000000000001,34.93999999999999,complier
47.4,2772.0,37.56,11.1,0,0,37.56,18.44,never-taker
47.4,2668.0,36.11,20.5,1,0,36.11,18.64,never-taker
55.8,4338.0,38.52,30.3,0,0,38.52,35.46999999999999,complier
39.0,1126.0,35.34,46.6,0,0,35.34,35.92,complier
41.7,8199.0,45.76,33.5,0,0,45.76,34.440000000000005,complier
41.8,5191.0,40.92,25.3,0,0,40.92,17.96,never-taker
44.3,5419.0,42.53,36.9,1,1,72.53,34.900000000000006,complier
43.0,4966.0,42.14,55.8,0,0,42.14,34.959999999999994,complier
43.6,5376.0,40.1,42.1,0,0,40.1,35.24,complier
44.7,6957.0,42.16,58.7,0,0,42.16,34.95,complier
53.9,8227.0,45.87,20.2,1,0,45.87,17.260000000000005,never-taker
45.4,5465.0,43.41,36.7,1,0,43.41,17.610000000000007,never-taker
48.1,1011.0,32.23,33.9,0,0,32.23,36.36000000000001,complier
47.3,4577.0,41.4,12.4,1,0,41.4,17.89,never-taker
45.8,3273.0,38.78,34.1,1,0,38.78,18.27,never-taker
42.7,1222.0,34.73,8.3,1,0,34.73,18.840000000000003,never-taker
48.0,2787.0,37.41,57.3,1,1,67.41,35.63000000000001,complier
35.2,2252.0,37.24,32.8,0,0,37.24,18.48,never-taker
51.7,2724.0,36.04,26.8,0,0,36.04,18.65,never-taker
47.3,2446.0,37.38,15.8,1,0,37.38,18.46,never-taker
44.5,986.0,35.49,38.0,1,0,35.49,18.73,never-taker
43.9,1137.0,36.08,19.0,0,0,36.08,18.65,never-taker
45.1,1192.0,35.15,37.1,0,0,35.15,35.95,complier
48.1,1691.0,33.79,42.8,1,1,63.79,36.14000000000001,complier
46.3,11193.0,52.56,13.7,1,0,52.56,16.310000000000002,never-taker
50.8,8957.0,47.66,34.7,1,1,77.66,34.17,complier
52.6,22442.0,69.7,28.0,1,0,69.7,13.879999999999995,never-taker
49.5,10001.0,48.07,6.9,1,0,48.07,16.949999999999996,never-taker
36.5,2764.0,37.74,20.8,0,0,37.74,18.41,never-taker
41.4,2234.0,37.0,17.6,1,0,37.0,18.520000000000003,never-taker
48.9,639.0,31.64,39.2,0,0,31.64,36.44,complier
54.7,8115.0,47.59,11.3,0,0,47.59,17.019999999999996,never-taker
41.1,2204.0,35.54,36.8,0,0,35.54,35.89000000000001,complier
47.0,8664.0,46.2,49.7,1,1,76.2,34.379999999999995,complier
50.1,9429.0,46.8,24.8,0,0,46.8,34.290000000000006,complier
44.5,4307.0,41.19,16.7,1,0,41.19,17.92,never-taker
37.9,980.0,34.74,16.3,1,0,34.74,18.84,never-taker
53.8,20016.0,67.55,16.0,1,0,67.55,14.189999999999998,never-taker
39.7,508.0,31.19,25.6,0,0,31.19,36.510000000000005,complier
40.3,1767.0,33.9,11.3,0,0,33.9,18.96,never-taker
45.3,5993.0,42.04,39.7,0,0,42.04,34.970000000000006,complier
44.3,1245.0,32.41,20.6,0,0,32.41,36.33,complier
39.4,1927.0,34.72,49.9,1,1,64.72,36.010000000000005,complier
52.4,2895.0,36.43,22.9,1,0,36.43,18.6,never-taker
46.6,1355.0,35.99,4.5,0,0,35.99,18.66,never-taker
48.5,22023.0,70.09,22.7,0,0,70.09,13.829999999999998,never-taker
43.8,4690.0,38.97,44.5,0,0,38.97,35.400000000000006,complier
44.0,1584.0,35.6,72.8,1,1,65.6,35.88,complier
50.6,9940.0,51.11,8.6,1,0,51.11,16.519999999999996,never-taker
41.4,1962.0,35.17,21.3,0,0,35.17,18.78,never-taker
42.2,308.0,34.78,1.5,1,0,34.78,18.83,never-taker
46.3,3171.0,37.59,19.2,1,0,37.59,18.44,never-taker
48.5,5364.0,42.37,28.8,1,0,42.37,17.760000000000005,never-taker
48.5,1047.0,32.09,22.7,1,1,62.09,36.38,complier
39.3,6880.0,45.26,41.1,0,0,45.26,34.51,complier
38.6,1455.0,36.27,29.1,1,0,36.27,18.62,never-taker
39.8,2541.0,35.18,22.4,1,1,65.18,35.940000000000005,complier
48.4,13311.0,56.25,5.1,1,0,56.25,15.790000000000006,never-taker
48.4,3659.0,39.78,26.7,1,0,39.78,18.12,never-taker
45.6,499.0,34.03,33.4,0,0,34.03,18.94,never-taker
45.5,10809.0,48.37,7.9,0,0,48.37,16.910000000000004,never-taker
35.7,4562.0,40.27,39.8,0,0,40.27,35.21999999999999,complier
45.6,10692.0,49.12,11.4,0,0,49.12,16.800000000000004,never-taker
36.1,2306.0,36.77,49.4,0,0,36.77,35.71999999999999,complier
48.1,10472.0,48.69,5.2,0,0,48.69,16.86,never-taker
42.4,1010.0,35.3,31.9,0,0,35.3,18.760000000000005,never-taker
45.2,7334.0,44.46,24.1,1,0,44.46,17.46,never-taker
42.9,8558.0,45.77,21.8,1,0,45.77,17.279999999999994,never-taker
43.6,6036.0,44.28,19.6,1,0,44.28,17.490000000000002,never-taker
38.4,6434.0,44.0,29.4,1,0,44.0,17.53,never-taker
43.2,4013.0,39.18,3.7,0,0,39.18,18.21,never-taker
43.7,2514.0,36.78,40.2,1,1,66.78,35.72,complier
45.0,5167.0,41.35,68.8,0,0,41.35,35.07,complier
46.7,408.0,33.11,15.1,0,0,33.11,19.07,never-taker
46.4,5340.0,40.69,30.6,0,0,40.69,35.16,complier
45.3,1816.0,35.25,23.2,1,0,35.25,18.770000000000003,never-taker
40.7,6829.0,42.86,45.8,1,1,72.86,34.849999999999994,complier
37.5,1218.0,33.49,12.4,0,0,33.49,19.02,never-taker
39.0,2332.0,33.92,17.3,1,1,63.92,36.120000000000005,complier
39.9,1111.0,33.15,26.2,0,0,33.15,36.23,complier
48.2,3829.0,38.26,23.1,1,0,38.26,18.340000000000003,never-taker
49.4,4630.0,38.11,31.5,1,1,68.11,35.53,complier
40.0,5361.0,40.6,19.0,0,0,40.6,18.009999999999998,never-taker
38.2,943.0,33.35,31.4,1,1,63.35,36.2,complier
35.9,5500.0,40.23,73.2,0,0,40.23,35.23,complier
40.9,2350.0,37.35,7.4,0,0,37.35,18.47,never-taker
46.1,5464.0,42.09,9.1,1,0,42.09,17.799999999999997,never-taker
38.6,1046.0,31.63,18.7,1,1,61.63,36.45,complier
49.9,2015.0,37.32,59.2,1,1,67.32,35.63999999999999,complier
45.8,1071.0,33.33,45.9,0,0,33.33,36.2,complier
49.3,2247.0,37.27,48.1,1,1,67.27000000000001,35.65,complier
40.0,11991.0,50.71,40.7,1,1,80.71000000000001,33.74,complier
47.6,1511.0,33.79,34.2,0,0,33.79,36.14000000000001,complier
38.5,1051.0,35.0,48.7,1,1,65.0,35.97,complier
47.5,1010.0,35.54,38.1,0,0,35.54,18.730000000000004,never-taker
51.2,6771.0,44.28,7.3,0,0,44.28,17.490000000000002,never-taker
51.1,5147.0,41.12,37.9,1,1,71.12,35.1,complier
41.3,6145.0,42.92,34.1,0,0,42.92,34.84,complier
39.6,2865.0,35.14,26.0,1,1,65.14,35.95,complier
43.2,5364.0,41.43,52.1,0,0,41.43,35.059999999999995,complier
51.9,10835.0,51.12,41.3,1,1,81.12,33.68,complier
37.2,4493.0,38.09,15.9,1,0,38.09,18.36,never-taker
36.4,3649.0,37.24,23.7,1,1,67.24000000000001,35.65,complier
33.8,1272.0,33.33,8.0,0,0,33.33,19.04,never-taker
44.5,407.0,33.03,16.6,1,0,33.03,19.08,never-taker
35.5,10995.0,48.53,27.5,1,1,78.53,34.05,complier
50.0,1318.0,33.61,66.2,0,0,33.61,36.16,complier
52.2,15964.0,61.12,50.0,0,0,61.12,32.27,complier
43.3,862.0,33.06,61.9,1,1,63.06,36.24,complier
56.0,12500.0,53.66,25.3,0,0,53.66,16.159999999999997,never-taker
45.2,12515.0,54.8,24.3,1,0,54.8,16.0,never-taker
41.5,5775.0,40.52,17.5,0,0,40.52,18.02,never-taker
41.4,2165.0,37.55,13.5,1,0,37.55,18.440000000000005,never-taker
51.2,7978.0,45.89,25.5,1,0,45.89,17.259999999999998,never-taker
48.0,8093.0,45.14,40.7,1,1,75.14,34.53,complier
33.8,7849.0,45.45,5.4,0,0,45.45,17.32,never-taker
34.6,427.0,33.97,19.6,0,0,33.97,18.950000000000003,never-taker
36.7,5807.0,39.66,19.8,0,0,39.66,35.31,complier
41.0,8260.0,44.3,11.6,0,0,44.3,17.480000000000004,never-taker
37.5,5335.0,39.38,9.0,1,0,39.38,18.18,never-taker
40.2,6066.0,44.36,13.7,0,0,44.36,17.480000000000004,never-taker
39.9,364.0,32.34,12.6,1,0,32.34,19.18,never-taker
38.4,13926.0,56.56,10.8,1,0,56.56,15.75,never-taker
54.6,3363.0,39.1,48.4,1,1,69.1,35.38999999999999,complier
51.1,6422.0,41.43,33.6,1,1,71.43,35.059999999999995,complier
52.9,2621.0,35.77,39.0,1,1,65.77000000000001,35.85999999999999,complier
52.4,2865.0,37.2,52.5,0,0,37.2,35.66,complier
43.6,3981.0,39.88,7.9,1,0,39.88,18.11,never-taker
44.6,751.0,34.64,5.6,1,0,34.64,18.85,never-taker
39.4,640.0,32.96,14.9,1,0,32.96,19.09,never-taker
44.7,2170.0,36.94,7.7,0,0,36.94,18.53,never-taker
39.0,2023.0,33.65,23.2,0,0,33.65,36.16,complier
36.0,3398.0,38.78,16.4,1,0,38.78,18.27,never-taker
40.2,3281.0,37.89,51.7,0,0,37.89,35.56,complier
48.4,2668.0,36.88,29.2,0,0,36.88,18.54,never-taker
44.5,4594.0,39.13,18.3,1,0,39.13,18.22,never-taker
47.0,7026.0,44.64,9.0,1,0,44.64,17.439999999999998,never-taker
44.1,1013.0,31.77,11.1,1,0,31.77,19.26,never-taker
39.4,728.0,32.0,24.2,1,1,62.0,36.39,complier
46.6,479.0,33.84,40.2,0,0,33.84,36.13,complier
44.5,398.0,34.11,4.4,0,0,34.11,18.93,never-taker
50.6,16201.0,58.95,18.1,1,0,58.95,15.409999999999997,never-taker
50.8,2404.0,37.36,28.2,0,0,37.36,18.47,never-taker
42.5,3975.0,39.95,7.0,0,0,39.95,18.099999999999994,never-taker
44.6,12362.0,54.71,25.3,1,0,54.71,16.009999999999998,never-taker
39.5,6065.0,40.88,19.8,1,0,40.88,17.97,never-taker
39.7,1554.0,35.4,36.0,0,0,35.4,35.910000000000004,complier
41.1,3531.0,38.15,37.2,1,1,68.15,35.52,complier
